name,norad_cat_id,classification,int_designator,epoch_year,epoch_day,first_derivative_mean_motion,second_derivative_mean_motion,bstar_drag,ephemeris_type,element_set_number,inclination,raan,eccentricity,arg_of_perigee,mean_anomaly,mean_motion,rev_number,anomaly_label
STARLINK-31706,59437,U,24065S,25,280.20424294,1.145e-05,0.0,507990000.0,0,999,53.1609,276.4871,0.0001444,83.0141,277.1024,15.30200254,8540,0
STARLINK-31711,59438,U,24065T,25,280.27959128,-9.04e-06,0.0,-183850000.0,0,999,53.16,274.1063,0.0001045,126.5113,233.5984,15.30207581,8544,0
STARLINK-31708,59439,U,24065U,25,280.2700643,0.00012254,0.0,42556000.0,0,999,53.158,274.0442,0.0001304,83.6971,276.4178,15.30171517,8544,0
STARLINK-31693,59441,U,24065W,25,280.295413,1.234e-05,0.0,537770000.0,0,999,53.1587,274.1983,0.0001168,96.6942,263.4192,15.30194094,8544,0
TSAT-1A,59442,U,24066A,25,280.26029326,0.00016179,0.0,58927000.0,0,999,45.6172,55.8382,0.0010461,152.3874,207.7576,15.28067642,8298,0
HAWK-8A,59443,U,24066B,25,279.99020453,3.633e-05,0.0,32379000.0,0,999,45.5928,144.5771,0.0003511,155.7736,204.331,14.97806382,8185,0
CAPELLA-14 (ACADIA-4),59444,U,24066C,25,279.98475248,0.00017974,0.0,1306700.0,0,999,45.6051,144.4315,0.0002941,70.9095,289.2106,15.03672522,7423,0
HAWK-8B,59445,U,24066D,25,280.19067227,3.473e-05,0.0,31035000.0,0,999,45.6184,144.8653,0.0003514,159.8076,200.2945,14.9781069,8187,0
HAWK-9A,59446,U,24066E,25,280.21025218,3.566e-05,0.0,31879000.0,0,999,45.6081,143.6562,0.0003015,144.788,215.32,14.97736372,8188,0
QPS-SAR-7 (TSUKUYOMI-II),59447,U,24066F,25,280.31296383,9.301e-05,0.0,67362000.0,0,999,45.6039,128.2399,0.000184,172.2206,187.8706,15.04323937,8208,0
HAWK-9C,59448,U,24066G,25,280.01045686,3.842e-05,0.0,34189000.0,0,999,45.5957,144.0643,0.0002927,128.3531,231.7613,14.97736539,8185,0
HAWK-8C,59449,U,24066H,25,279.99009501,3.625e-05,0.0,32314000.0,0,999,45.606,145.2367,0.0003152,162.6665,197.4323,14.97805509,8184,0
HAWK-9B,59450,U,24066J,25,280.01041434,3.767e-05,0.0,33568000.0,0,999,45.6207,145.3405,0.0003204,125.7596,234.3583,14.97736193,8185,0
CENTAURI-6,59451,U,24066K,25,279.97589278,7e-05,0.0,53970000.0,0,999,45.6044,133.8546,0.0002868,179.4105,180.6781,15.02276722,8199,0
KORSAT-1,59452,U,24066L,25,280.24055266,5.235e-05,0.0,44899000.0,0,999,45.409,115.8405,0.0008348,102.1129,258.0685,14.98555051,8210,0
STARLINK-31622,59456,U,24068B,25,280.11904578,7.42e-06,0.0,364890000.0,0,999,43.0012,182.0219,9.82e-05,277.3117,82.7623,15.27575044,8503,0
STARLINK-31319,59457,U,24068C,25,280.09509453,3.246e-05,0.0,12737000.0,0,999,42.9975,178.3833,0.0001397,270.1974,89.8718,15.27589471,8507,0
STARLINK-31625,59458,U,24068D,25,280.10875997,1.61e-06,0.0,153780000.0,0,999,43.0004,181.9399,0.0001222,266.5109,93.5603,15.27582519,8503,0
STARLINK-31631,59459,U,24068E,25,280.14636359,-6e-08,0.0,9316300000.0,0,999,43.0008,177.8983,0.0001022,293.7628,66.3116,15.27584145,8508,0
STARLINK-31620,59460,U,24068F,25,279.97205126,9.19e-06,0.0,428870000.0,0,999,42.9995,179.178,6.9e-05,285.362,74.7155,15.27584267,8505,0
STARLINK-31511,59462,U,24068H,25,280.11516998,-2.367e-05,0.0,-764350000.0,0,999,43.003,181.9878,5.2e-05,324.4557,35.626,15.27614818,8503,0
STARLINK-31364,59463,U,24068J,25,280.08867916,5.86e-06,0.0,307990000.0,0,999,42.9967,178.3319,0.000146,261.2599,98.8088,15.27591177,8507,0
STARLINK-31597,59464,U,24068K,25,280.10490738,1.84e-05,0.0,763650000.0,0,999,42.9998,181.9109,4.8e-05,268.8236,91.2561,15.27581521,8498,0
STARLINK-31621,59465,U,24068L,25,280.11133098,3.78e-06,0.0,232580000.0,0,999,43.0041,181.9738,0.0001762,273.5409,86.5241,15.27581375,8503,0
STARLINK-31462,59466,U,24068M,25,280.09719493,-4.56e-06,0.0,-7045800000.0,0,999,43.0006,181.8332,0.0001258,286.9899,73.0814,15.27583982,8503,0
STARLINK-31592,59467,U,24068N,25,280.0575124,1.378e-05,0.0,596050000.0,0,999,43.0005,182.421,0.0001499,271.8149,88.2531,15.2758023,8502,0
STARLINK-31267,59468,U,24068P,25,280.0462806,3.036e-05,0.0,11987000.0,0,999,43.0083,177.9947,0.0001106,309.1668,50.9086,15.27561348,8507,0
STARLINK-31381,59469,U,24068Q,25,280.11052551,2.754e-05,0.0,10953000.0,0,999,43.0048,178.4893,0.0001435,266.9152,93.1535,15.27591487,8507,0
STARLINK-31546,59470,U,24068R,25,280.09127436,1.514e-05,0.0,645360000.0,0,999,43.0022,178.3474,0.0001163,266.5929,93.4789,15.27573286,8507,0
STARLINK-31575,59471,U,24068S,25,280.09896522,3.414e-05,0.0,13355000.0,0,999,43.0011,178.4082,0.0001022,326.4751,33.6036,15.27575833,8507,0
STARLINK-31610,59473,U,24068U,25,280.08947578,3.477e-05,0.0,13585000.0,0,999,43.0007,181.7851,0.0001668,280.2486,79.8178,15.27574257,8503,0
STARLINK-31581,59474,U,24068V,25,280.08916795,3.341e-05,0.0,13091000.0,0,999,43.0045,174.8529,0.0001111,296.8808,63.193,15.27575687,8511,0
STARLINK-31566,59475,U,24068W,25,280.09333264,-8.107e-05,0.0,-28550000.0,0,999,42.9979,181.8125,0.0002155,278.0475,82.0132,15.27563104,8503,0
STARLINK-31515,59476,U,24068X,25,280.1010459,-6.12e-06,0.0,-126900000.0,0,999,43.0019,181.8739,0.0001436,288.4004,71.6691,15.27592899,8503,0
STARLINK-31531,59477,U,24068Y,25,280.26031478,1.442e-05,0.0,619620000.0,0,999,43.0018,125.8451,0.0001569,268.212,91.8552,15.27562642,8568,0
DUMMY SAT 3,59479,U,24069A,25,279.90841511,-5.7e-07,0.0,0.0,0,999,1.4576,84.2631,0.0051588,126.7098,234.7591,0.98605961,531,0
WSF-M,59481,U,24070A,25,280.24994061,1.08e-06,0.0,703870000.0,0,999,98.7211,286.621,0.0004361,345.7437,14.3616,14.20672677,7718,0
STARLINK-31753,59484,U,24071A,25,280.28604021,-6.32e-06,0.0,-134620000.0,0,999,43.0033,126.1629,9.57e-05,276.3319,83.7423,15.27581558,8474,0
STARLINK-31733,59486,U,24071C,25,279.99494893,0.00011842,0.0,43991000.0,0,999,43.0029,127.4136,3.06e-05,312.7071,47.3755,15.27524197,8470,0
STARLINK-31657,59487,U,24071D,25,280.27318835,2.653e-05,0.0,10587000.0,0,999,42.9995,126.0639,0.0001429,267.8268,92.242,15.27588612,8474,0
STARLINK-31754,59488,U,24071E,25,280.00183531,-1.318e-05,0.0,-383750000.0,0,999,43.0048,135.2511,0.0001444,272.9225,87.1462,15.27583443,8461,0
STARLINK-31638,59489,U,24071F,25,280.27190933,1.508e-05,0.0,643000000.0,0,999,43.0005,126.0511,4.93e-05,283.4241,76.6556,15.27581894,8474,0
STARLINK-31670,59490,U,24071G,25,279.89885562,-1.676e-05,0.0,-514080000.0,0,999,43.0008,139.6815,0.0001193,272.544,87.5275,15.27578556,8455,0
STARLINK-31712,59491,U,24071H,25,279.96551894,-6.89e-06,0.0,-155240000.0,0,999,43.0002,139.299,9.22e-05,273.5095,86.5651,15.27580919,8456,0
STARLINK-31684,59492,U,24071J,25,280.00568029,-4.57e-06,0.0,-7069600000.0,0,999,43.0015,135.2781,0.0001939,270.0457,90.0173,15.27588621,8461,0
STARLINK-31678,59493,U,24071K,25,280.01335915,5.494e-05,0.0,20887000.0,0,999,43.0012,135.3338,0.0001491,277.3783,82.6899,15.27606925,8343,0
STARLINK-31744,59494,U,24071L,25,279.94415714,-2.082e-05,0.0,-661280000.0,0,999,43.0004,135.6737,0.0001595,262.0309,98.0361,15.27586585,8460,0
STARLINK-31719,59495,U,24071M,25,279.97196127,2.597e-05,0.0,10387000.0,0,999,43.0065,128.107,0.0001843,269.133,90.931,15.27582541,8469,0
STARLINK-31728,59496,U,24071N,25,279.62446922,0.00025613,0.0,93658000.0,0,999,43.0008,129.7922,0.0001287,265.3503,94.7201,15.27596079,8464,0
STARLINK-31720,59497,U,24071P,25,279.98864507,2.599e-05,0.0,10390000.0,0,999,43.0017,128.2283,7.6e-05,302.7865,57.2914,15.27593115,8469,0
STARLINK-31731,59498,U,24071Q,25,279.92825588,0.00022112,0.0,80958000.0,0,999,42.9993,127.7707,0.0001342,268.4366,91.6331,15.27622557,8469,0
STARLINK-31742,59499,U,24071R,25,280.00264845,1.602e-05,0.0,677330000.0,0,999,42.9998,127.4673,0.0001322,289.5122,70.5587,15.27576646,8470,0
STARLINK-31512,59500,U,24071S,25,280.17816045,1.353e-05,0.0,586760000.0,0,999,43.0023,86.5436,0.0001238,272.263,87.808,15.27580738,8518,0
STARLINK-31458,59501,U,24071T,25,280.26931834,2.728e-05,0.0,10858000.0,0,999,43.0,126.0294,0.0002123,276.4067,83.6543,15.27595307,8474,0
STARLINK-31357,59502,U,24071U,25,279.97967456,1.163e-05,0.0,518250000.0,0,999,43.0022,128.161,0.0002593,276.1812,83.8744,15.27562244,8469,0
STARLINK-31508,59503,U,24071V,25,279.98352231,-5.3e-07,0.0,7599000000.0,0,999,43.0034,128.1851,0.000159,251.0201,109.0479,15.27585011,8469,0
STARLINK-31535,59504,U,24071W,25,280.01727824,0.00018656,0.0,68727000.0,0,999,43.0012,135.3624,4.08e-05,269.9755,90.105,15.27506304,8461,0
STARLINK-31533,59505,U,24071X,25,279.9912515,0.00017568,0.0,64757000.0,0,999,43.0032,128.2418,9.32e-05,273.7358,86.3387,15.27521114,8469,0
STARLINK-31524,59506,U,24071Y,25,279.83569869,-1.058e-05,0.0,-289390000.0,0,999,42.9994,121.6824,0.0001157,267.6724,92.3995,15.275783,8475,0
SUPERVIEW NEO-3 01,59510,U,24072A,25,280.28099512,0.00016497,0.0,66606000.0,0,999,97.4391,358.1075,1.66e-05,147.8053,212.3195,15.24852941,8220,0
STARLINK-31635,59511,U,24073A,25,279.79379546,0.00013651,0.0,50415000.0,0,999,43.0025,106.764,0.0001623,266.6308,93.4358,15.27614873,8264,0
STARLINK-31650,59512,U,24073B,25,280.22210421,4.114e-05,0.0,15896000.0,0,999,43.0036,104.8204,0.0001548,272.1433,87.9241,15.27578802,8270,0
STARLINK-31658,59513,U,24073C,25,279.72702754,-1.543e-05,0.0,-465970000.0,0,999,43.0016,67.2462,0.0001127,276.2093,83.863,15.2756283,8308,0
STARLINK-31669,59515,U,24073E,25,279.93487561,8.612e-05,0.0,32224000.0,0,999,42.9997,106.1012,0.0001192,256.2694,103.8025,15.2756524,8266,0
STARLINK-31671,59516,U,24073F,25,279.51311489,4.483e-05,0.0,17218000.0,0,999,43.0041,108.9524,0.0002705,273.238,86.8162,15.27607755,8259,0
STARLINK-31674,59517,U,24073G,25,280.20797813,-1.963e-05,0.0,-618310000.0,0,999,43.0,104.7156,7.24e-05,279.1696,80.9074,15.27576532,8270,0
STARLINK-31679,59519,U,24073J,25,280.20042907,-2.74e-06,0.0,-42250000000.0,0,999,42.9945,94.2682,0.0001546,75.8112,284.2912,15.27582399,8282,0
STARLINK-31370,59520,U,24073K,25,280.2298193,3.93e-06,0.0,238250000.0,0,999,43.0052,104.8763,0.000167,280.9977,79.0686,15.27575231,8270,0
STARLINK-31404,59521,U,24073L,25,280.2401046,3.14e-06,0.0,209400000.0,0,999,43.0033,104.9481,8.03e-05,278.1037,81.9724,15.27576189,8270,0
STARLINK-31453,59522,U,24073M,25,279.74363883,1.36e-05,0.0,589260000.0,0,999,43.0032,89.6401,0.0001398,273.8931,86.1761,15.27588349,8283,0
STARLINK-31476,59523,U,24073N,25,280.225957,-3.653e-05,0.0,-12334000.0,0,999,43.0009,104.8429,0.0001262,271.9734,88.0973,15.27570325,8270,0
STARLINK-31538,59525,U,24073Q,25,280.20026069,2.909e-05,0.0,11517000.0,0,999,43.0001,104.6513,0.0001736,272.0883,87.977,15.2758588,8270,0
STARLINK-31564,59526,U,24073R,25,279.93100483,8.911e-05,0.0,33278000.0,0,999,43.0012,106.0695,0.0001657,263.4454,96.6209,15.27597456,8266,0
STARLINK-31452,59527,U,24073S,25,280.23624227,1.043e-05,0.0,474070000.0,0,999,43.0026,104.921,0.0001084,273.8357,86.237,15.27582353,8270,0
STARLINK-31618,59528,U,24073T,25,280.19203167,0.00345709,0.0,5742900.0,0,999,42.9937,97.6577,0.0019197,289.9483,69.9309,15.49912594,8278,0
STARLINK-31513,59529,U,24073U,25,280.23415693,3.93e-06,0.0,238200000.0,0,999,43.0034,101.4052,0.0001368,268.5558,91.5137,15.27577553,8274,0
STARLINK-31392,59530,U,24073V,25,280.21825412,4.54e-05,0.0,17433000.0,0,999,43.001,104.7821,0.0001087,285.1725,74.9006,15.27590265,8270,0
STARLINK-31619,59531,U,24073W,25,280.20410473,-9.335e-05,0.0,-32964000.0,0,999,43.0005,104.6807,0.000147,270.5465,89.5218,15.27627618,8382,0
STARLINK-31509,59533,U,24073Y,25,280.24395818,5.99e-06,0.0,312900000.0,0,999,43.004,104.9901,0.0001278,281.293,78.7778,15.27576718,8270,0
STARLINK-31734,59534,U,24074A,25,280.24977547,-5.55e-06,0.0,-106410000.0,0,999,43.0015,119.1728,0.0001455,277.7238,82.3449,15.27589396,8267,0
STARLINK-31738,59535,U,24074B,25,280.26678827,2.129e-05,0.0,868620000.0,0,999,42.9996,126.1428,0.0001284,277.426,82.6445,15.27582633,8259,0
STARLINK-31721,59536,U,24074C,25,280.26889224,2.76e-06,0.0,195440000.0,0,999,43.0003,129.6992,8.91e-05,272.7721,87.3029,15.27579806,8255,0
STARLINK-31737,59537,U,24074D,25,280.28302144,3.574e-05,0.0,13937000.0,0,999,43.0011,129.8115,0.000128,250.6958,109.3756,15.27569874,8255,0
STARLINK-31725,59538,U,24074E,25,279.8305846,3.321e-05,0.0,13022000.0,0,999,43.0052,121.7684,0.0002872,268.8772,91.1751,15.27566325,8260,0
STARLINK-31539,59539,U,24074F,25,279.90226674,-3.204e-05,0.0,-10693000.0,0,999,43.0021,132.1135,9.56e-05,252.7514,107.3233,15.27589604,8249,0
STARLINK-31397,59540,U,24074G,25,279.98179385,4.599e-05,0.0,17657000.0,0,999,43.0015,131.8486,0.0001326,262.81,97.2601,15.27574531,8250,0
STARLINK-31481,59541,U,24074H,25,279.99320322,1.129e-05,0.0,505160000.0,0,999,43.0012,131.0702,8.3e-05,261.2789,98.7969,15.27588403,8251,0
STARLINK-31540,59542,U,24074J,25,280.27273799,1.651e-05,0.0,694900000.0,0,999,42.9988,129.7278,0.0001393,276.2015,83.8678,15.27590691,8255,0
STARLINK-31574,59543,U,24074K,25,279.97151512,3.28e-06,0.0,214380000.0,0,999,42.9998,131.7683,5.53e-05,312.1773,47.9031,15.2758043,8250,0
STARLINK-31556,59544,U,24074L,25,279.64715845,-3.353e-05,0.0,-11245000.0,0,999,43.0025,133.6398,6.21e-05,305.4436,54.6358,15.27565434,8245,0
STARLINK-31582,59545,U,24074M,25,279.98565359,6.026e-05,0.0,22826000.0,0,999,43.0063,131.8777,0.00035,285.8268,74.2198,15.27590771,8250,0
STARLINK-31519,59546,U,24074N,25,279.99963127,6.559e-05,0.0,24759000.0,0,999,43.0,131.1176,0.0001494,265.5161,94.552,15.27590941,8251,0
STARLINK-31736,59547,U,24074P,25,280.28655901,8.68e-06,0.0,410650000.0,0,999,43.003,122.9064,6.63e-05,279.641,80.4367,15.27581583,8263,0
STARLINK-31675,59548,U,24074Q,25,280.27659778,8.34e-06,0.0,398260000.0,0,999,43.0014,129.7558,0.0001099,262.4438,97.6289,15.27581344,8255,0
STARLINK-31722,59549,U,24074R,25,279.99577687,1.342e-05,0.0,582680000.0,0,999,43.0033,131.0879,0.0001105,278.8234,81.2492,15.27585498,8251,0
STARLINK-31741,59550,U,24074S,25,279.87271366,3.05e-05,0.0,12029000.0,0,999,43.001,131.884,0.0001502,283.0281,77.0403,15.2758791,8249,0
STARLINK-31699,59551,U,24074T,25,280.27916314,2.165e-05,0.0,881900000.0,0,999,43.0033,129.7752,0.0001437,283.1493,76.9198,15.27576648,8255,0
STARLINK-31750,59552,U,24074U,25,279.89842005,3.729e-05,0.0,14496000.0,0,999,42.9987,132.0818,0.0001292,262.7465,97.324,15.27583188,8249,0
STARLINK-31723,59553,U,24074V,25,280.28687055,7.2e-07,0.0,121230000.0,0,999,43.0027,129.8354,0.0001268,277.1579,82.9129,15.27584827,8255,0
STARLINK-31724,59554,U,24074W,25,279.76580465,1.979e-05,0.0,814180000.0,0,999,43.0027,96.7605,0.000185,272.8879,87.1761,15.27589517,8288,0
STARLINK-31730,59555,U,24074X,25,279.98950923,-2.08e-05,0.0,-660800000.0,0,999,43.0046,131.8993,0.00012365934744070905,283.3181,76.7594,15.27584121,8250,1
STARLINK-31718,59556,U,24074Y,25,279.97794191,-1.864e-05,0.0,-582480000.0,0,999,43.0028,131.8155,1.19e-05,221.4839,138.6003,15.27582232,8250,0
YAOGAN-42 02,59557,U,24075A,25,279.55440127,0.00010555,0.0,43753000.0,0,999,34.9993,64.647,0.0006794,29.9903,330.12,15.23099877,8139,0
STARLINK-31747,59564,U,24076A,25,280.02232247,0.0002002,0.0,73568000.0,0,999,43.0027,146.2484,0.0001084,278.4723,81.6005,15.27552081,8311,0
STARLINK-31388,59565,U,24076B,25,279.92348874,1.98e-05,0.0,814360000.0,0,999,43.0014,157.6243,0.0001186,263.6314,96.4402,15.27582267,8298,0
STARLINK-31332,59566,U,24076C,25,280.08623153,8.41e-06,0.0,400690000.0,0,999,42.9999,156.2428,0.000141,270.7564,89.3126,15.27585502,8301,0
STARLINK-31689,59567,U,24076D,25,280.04831312,2.78e-06,0.0,196330000.0,0,999,43.003,153.366,0.000231,274.8061,85.2527,15.27587362,8304,0
STARLINK-31471,59568,U,24076E,25,280.02727315,1.694e-05,0.0,710680000.0,0,999,42.9981,156.6616,0.0001042,300.0745,60.0003,15.27585985,8291,0
STARLINK-31470,59569,U,24076F,25,280.04189224,1.853e-05,0.0,768880000.0,0,999,43.0037,153.3184,0.0001461,252.0958,107.9734,15.27557167,8295,0
STARLINK-31587,59570,U,24076G,25,279.98501481,-3.9e-07,0.0,8105400000.0,0,999,43.0034,157.2096,0.0001338,282.7402,77.33,15.280494163390447,8301,1
STARLINK-31606,59571,U,24076H,25,280.33335648,-0.0001227,0.0,-43687000.0,0,999,42.9999,154.6611,0.0001588,278.0253,80.4481,15.27595695,577,0
STARLINK-31666,59572,U,24076J,25,280.03595304,1.931e-05,0.0,796950000.0,0,999,43.0027,149.7828,0.0001311,263.741,96.3292,15.27579815,8308,0
STARLINK-31683,59573,U,24076K,25,280.02855914,-2.21e-06,0.0,1489700000.0,0,999,43.0001,156.6718,8.71e-05,266.2378,93.8374,15.27576448,8300,0
STARLINK-31751,59574,U,24076L,25,280.06197569,0.0001066,0.0,39680000.0,0,999,43.0008,156.9364,0.0001044,276.4393,83.634,15.27541213,8300,0
STARLINK-31510,59575,U,24076M,25,280.04445085,-4.309e-05,0.0,-14702000.0,0,999,43.0035,153.3424,0.0001535,278.4039,81.6638,15.27610176,8304,0
STARLINK-31663,59576,U,24076N,25,279.99272066,2.09e-05,0.0,854390000.0,0,999,43.0036,157.2613,0.0001573,277.0545,83.0128,15.27584484,8299,0
STARLINK-31692,59577,U,24076P,25,280.04525355,8.99e-06,0.0,422020000.0,0,999,43.0061,156.7658,9.57e-05,255.2455,104.829,15.27575302,8300,0
STARLINK-31685,59578,U,24076Q,25,280.01057177,1.68e-06,0.0,156190000.0,0,999,42.9995,156.5271,0.0001446,284.3418,75.7273,15.27575263,8300,0
STARLINK-31686,59579,U,24076R,25,280.01442646,-8.64e-06,0.0,-218810000.0,0,999,43.0037,156.5591,0.0001167,271.4633,88.6085,15.275786,8300,0
STARLINK-31668,59580,U,24076S,25,280.00285927,1.423e-05,0.0,612210000.0,0,999,43.0008,156.4757,0.0001502,282.0008,78.0675,15.27579931,8300,0
STARLINK-31690,59581,U,24076T,25,280.09009176,5.05e-06,0.0,278640000.0,0,999,43.0016,156.2709,0.0001094,289.976,70.0973,15.27583193,8302,0
STARLINK-31701,59582,U,24076U,25,279.71322306,0.00049231,0.0,1780100.0,0,999,43.0029,158.6033,0.0001486,266.2635,93.8047,15.27700862,8286,0
STARLINK-31697,59583,U,24076V,25,280.03241197,6.68e-06,0.0,337990000.0,0,999,43.0024,156.6987,0.0001058,279.7152,80.358,15.27586913,8291,0
STARLINK-31662,59584,U,24076W,25,280.04655122,4.854e-05,0.0,18580000.0,0,999,43.0029,156.8041,0.0001354,287.2821,72.7882,15.27581409,8300,0
STARLINK-31702,59585,U,24076X,25,280.06324971,-2.103e-05,0.0,-668970000.0,0,999,43.0014,156.9312,0.0001639,275.5978,84.4687,15.27592461,8300,0
STARLINK-31704,59586,U,24076Y,25,280.25314132,0.00032842,0.0,1135300.0,0,999,43.0017,112.1066,0.0002889,295.1664,64.8888,15.29326721,8352,0
NEONSAT-1,59587,U,24077A,25,280.27501551,0.00012277,0.0,40806000.0,0,999,97.3721,359.8105,0.0010303,210.5999,149.4642,15.31280943,8093,0
ACS3,59588,U,24077B,25,280.14588717,0.00021859,0.0,203180.0,0,999,97.3778,250.3999,0.002408,336.2885,23.7162,13.81889452,7293,0
GSAT0225 (GALILEO 29),59598,U,24079A,25,279.41269641,7e-07,0.0,0.0,0,999,54.9574,108.1779,0.0001907,149.3165,208.4456,1.70474248,898,0
GSAT0227 (GALILEO 30),59600,U,24079C,25,279.01332633,7.1e-07,0.0,0.0,0,999,54.9526,108.1882,0.0003916,101.9993,258.1258,1.70474327,903,0
STARLINK-31770,59601,U,24080A,25,280.12494686,3.79e-06,0.0,232930000.0,0,999,43.0027,185.4428,0.0001158,295.2347,64.8385,15.27603852,8225,0
STARLINK-31778,59602,U,24080B,25,280.12672583,-6.954e-05,0.0,-24310000.0,0,999,43.0017,182.0023,0.0001504,277.9504,82.1177,15.27621533,8108,0
STARLINK-31776,59603,U,24080C,25,280.12319111,4.93e-06,0.0,274190000.0,0,999,43.0001,188.8904,0.0001213,277.0066,83.0648,15.27591939,8100,0
STARLINK-31765,59604,U,24080D,25,280.09589381,0.00030928,0.0,1127700.0,0,999,43.0014,181.7653,0.0001352,260.1144,99.9555,15.27609507,8108,0
STARLINK-31767,59605,U,24080E,25,280.11725245,2.2e-07,0.0,103310000.0,0,999,43.0021,185.3898,0.0001405,282.484,77.5854,15.27590941,8104,0
STARLINK-31782,59606,U,24080F,25,280.13348238,1.566e-05,0.0,664230000.0,0,999,43.002,188.964,7.08e-05,281.8159,78.2613,15.27580376,8100,0
STARLINK-31755,59607,U,24080G,25,280.13731957,0.00020541,0.0,75315000.0,0,999,43.0028,188.9929,0.0002324,246.6524,113.4083,15.27611863,8100,0
STARLINK-31585,59608,U,24080H,25,280.13173173,-5.81e-06,0.0,-115990000.0,0,999,43.0017,181.1709,0.0001426,268.705,91.3638,15.27581863,8110,0
STARLINK-31667,59609,U,24080J,25,280.13556632,2.136e-05,0.0,870490000.0,0,999,42.9994,181.1957,0.0001173,290.7334,69.3392,15.27601925,8109,0
STARLINK-31729,59610,U,24080K,25,280.05621074,2.441e-05,0.0,982270000.0,0,999,43.0012,182.329,0.0003925694988993975,276.4414,83.6266,15.27573742,8107,1
STARLINK-31448,59611,U,24080L,25,280.10617448,1.442e-05,0.0,618740000.0,0,999,43.0002,181.8446,0.0001233,275.3822,84.6889,15.27594614,8108,0
STARLINK-31748,59612,U,24080M,25,280.08689836,6.76e-06,0.0,340650000.0,0,999,43.0026,181.6964,0.0001483,283.3635,76.7052,15.27594805,8225,0
STARLINK-31746,59613,U,24080N,25,280.07579859,-2.15e-06,0.0,1705000000.0,0,999,43.004,189.3662,0.0001781,267.7055,92.3592,15.2758036,8099,0
STARLINK-31762,59614,U,24080P,25,280.11340718,1.274e-05,0.0,558050000.0,0,999,43.0028,185.358,0.0001215,270.5791,89.4922,15.27574147,8104,0
STARLINK-31761,59615,U,24080Q,25,280.14294619,9.32e-06,0.0,433630000.0,0,999,43.0024,185.5265,0.0001452,291.7565,68.3132,15.27590905,8104,0
STARLINK-31768,59616,U,24080R,25,280.11085334,-4.041e-05,0.0,-13748000.0,0,999,43.0023,185.3395,0.0001612,270.6798,89.3869,15.27560338,8104,0
STARLINK-31769,59617,U,24080S,25,280.12882583,1.914e-05,0.0,790730000.0,0,999,43.0015,185.4725,0.0001255,320.4252,39.6508,15.27574853,8104,0
STARLINK-31784,59618,U,24080T,25,280.12705488,-1.115e-05,0.0,-310000000.0,0,999,42.9997,188.9185,9.85e-05,256.6338,103.4404,15.27579379,8100,0
STARLINK-31777,59619,U,24080U,25,280.13090841,4.8e-06,0.0,269640000.0,0,999,43.0012,188.9444,0.0001302,259.25,100.8205,15.27582019,8100,0
STARLINK-31771,59620,U,24080V,25,280.15795747,0.00201013,0.0,4463300.0,0,999,42.9963,182.1926,0.0016839,217.1383,142.831,15.42081374,8108,0
STARLINK-31758,59621,U,24080W,25,280.14072631,7.68e-06,0.0,374140000.0,0,999,42.9996,181.2341,0.0001154,261.5084,98.5636,15.27584294,8109,0
STARLINK-31774,59622,U,24080X,25,280.11258848,-9.224e-05,0.0,-32562000.0,0,999,43.0042,181.8889,0.000204,270.8515,89.2103,15.2762488,8108,0
STARLINK-31763,59623,U,24080Y,25,280.13268684,1.111e-05,0.0,499070000.0,0,999,43.0042,185.5,0.0001133,283.6874,76.3852,15.27574682,8104,0
LEGION 1,59625,U,24081A,25,280.23878239,6.495e-05,0.0,33271000.0,0,999,97.5279,355.3793,0.0001685,275.7342,84.3699,15.16929766,7919,0
LEGION 2,59626,U,24081B,25,280.27167842,6.409e-05,0.0,32793000.0,0,999,97.5283,355.4965,0.0001867,174.7983,185.327,15.16974996,7920,0
STARLINK-31749,59631,U,24082A,25,280.08270897,0.00012276,0.0,45510000.0,0,999,43.0034,286.9721,0.0001255,286.963,73.1084,15.278657297467912,8152,1
STARLINK-31781,59632,U,24082B,25,280.04618096,1.895e-05,0.0,783710000.0,0,999,43.0046,273.3958,0.0001102,263.9519,96.1207,15.27579308,8151,0
STARLINK-31541,59633,U,24082C,25,280.29010625,0.00016023,0.0,59041000.0,0,999,43.0,279.0076,9.96e-05,286.5358,73.5384,15.27586656,8162,0
STARLINK-31797,59634,U,24082D,25,280.2981366,-4.785e-05,0.0,-16444000.0,0,999,43.0042,286.0033,0.0001669,274.9524,85.1137,15.27581817,8139,0
STARLINK-31798,59635,U,24082E,25,280.06870934,1.965e-05,0.0,809100000.0,0,999,43.001,287.7182,0.000192,292.8622,67.2027,15.27582521,8131,0
STARLINK-31802,59636,U,24082F,25,279.73403881,0.00018424,0.0,67624000.0,0,999,43.0062,289.5042,0.0001727,302.316,57.7524,15.27634218,8126,0
STARLINK-31791,59637,U,24082G,25,280.28656996,5.726e-05,0.0,21740000.0,0,999,42.9996,285.916,7.76e-05,157.9773,202.1112,15.27582166,8135,0
STARLINK-31727,59638,U,24082H,25,280.07257056,7.533e-05,0.0,28301000.0,0,999,43.0021,287.7453,0.0001075,264.8078,95.2651,15.27579397,8136,0
STARLINK-31807,59639,U,24082J,25,279.99947311,1.37e-06,0.0,144910000.0,0,999,43.0025,288.0568,6.02e-05,293.5683,66.5106,15.27579437,8130,0
