name,norad_cat_id,classification,int_designator,epoch_year,epoch_day,first_derivative_mean_motion,second_derivative_mean_motion,bstar_drag,ephemeris_type,element_set_number,inclination,raan,eccentricity,arg_of_perigee,mean_anomaly,mean_motion,rev_number,anomaly_label
CALSPHERE 1,900,U,64063C,25,280.26225571,9.1e-06,0.0,92364000.0,0,999,90.2167,65.9168,0.0024454,341.3692,90.1604,13.76232159,3663,0
CALSPHERE 2,902,U,64063E,25,280.30668777,7.1e-07,0.0,934970000.0,0,999,90.2295,69.8244,0.0016886,238.3787,167.8147,13.52874323,82207,0
LCS 1,1361,U,65034C,25,280.32317684,-1e-08,0.0,-1246400.0,0,999,32.1431,57.4051,0.0013576,306.7455,53.1796,9.89309244,18484,0
TEMPSAT 1,1512,U,65065E,25,280.30920497,5.1e-07,0.0,849820000.0,0,999,89.9872,212.7283,0.0067846,238.12,289.2939,13.33574046,92634,0
CALSPHERE 4A,1520,U,65065H,25,280.30315759,1.37e-06,0.0,24472000.0,0,999,89.9107,124.8262,0.0071307,96.9938,77.709,13.36221263,92893,0
OPS 5712 (P/L 160),2826,U,67053A,25,280.3082304,9.602e-05,0.0,1520100.0,0,999,69.918,295.8597,0.0004391,326.1725,33.9139,14.72481261,2893,0
LES-5,2866,U,67066E,25,280.19819001,-7.3e-07,0.0,0.0,0,999,2.0392,105.0204,0.0053686,195.91,94.4504,1.094256,12826,0
SURCAL 159,2872,U,67053F,25,280.15659602,1.74e-06,0.0,15637000.0,0,999,69.9741,185.6551,0.0003833,79.5542,280.5997,13.99512397,97480,0
OPS 5712 (P/L 153),2874,U,67053H,25,280.26671871,8.5e-07,0.0,994150000.0,0,999,69.9729,297.4008,0.0007065,188.546,171.5526,13.96772816,97146,0
SURCAL 150B,2909,U,67053J,25,280.2453512,0.00929617,0.0,7226100.0,0,999,69.9049,163.8972,0.0015193,186.347,173.7535,15.69170426,4297,0
OPS 3811 (DSP 2),5204,U,71039A,25,280.17132324,-1.83e-06,0.0,0.0,0,999,0.4567,299.9629,0.0022469,340.7391,331.1617,0.98162167,20374,0
RIGIDSPHERE 2 (LCS 4),5398,U,71067E,25,280.32879485,1.137e-05,0.0,36720000.0,0,999,87.6204,48.9751,0.0059883,353.7409,6.3034,14.37391551,83755,0
OSCAR 7 (AO-7),7530,U,74089B,25,280.25220258,-3.1e-07,0.0,983860000.0,0,999,101.9989,285.8097,0.0011909,253.8408,117.1985,12.53692242,32882,0
STARLETTE,7646,U,75010A,25,280.28311928,-1.42e-06,0.0,-2712000000000.0,0,999,49.8264,22.8538,0.0205719,307.5623,50.674,13.82345261,55955,0
LAGEOS 1,8820,U,76039A,25,280.24118091,2.8e-07,0.0,0.0,0,999,109.8426,92.7096,0.0044667,356.4218,144.2891,6.38664833,89698,0
OPS 8701 (DSP 10),13086,U,82019A,25,279.94832894,-1.73e-06,0.0,0.0,0,999,9.8093,310.9974,0.0005646,283.6985,251.6052,0.98189939,2317,0
PHASE 3B (AO-10),14129,U,83058B,25,279.37402268,-1.3e-06,0.0,0.0,0,999,26.2561,262.6208,0.6068434,44.9219,350.6269,2.05872073,29026,0
UOSAT 2 (UO-11),14781,U,84021B,25,280.30818276,2.626e-05,0.0,27935000.0,0,999,97.7698,244.4232,0.0006369,309.4439,50.6214,14.89801271,21946,0
AJISAI (EGS),16908,U,86061A,25,280.27235824,-8.7e-07,0.0,710930000.0,0,999,50.0083,205.1023,0.0011177,257.0184,277.8657,12.4451357,44889,0
TDRS 3,19548,U,88091B,25,279.38894471,-2.95e-06,0.0,0.0,0,999,12.7975,342.6691,0.0037972,341.108,142.5115,1.00278977,12284,0
COSMOS 1989 (ETALON 1),19751,U,89001C,25,280.16547266,4.4e-07,0.0,0.0,0,999,64.7989,80.8579,0.0023425,216.8365,349.6131,2.13155986,28597,0
COSMOS 2024 (ETALON 2),20026,U,89039C,25,280.21575787,-1.4e-07,0.0,0.0,0,999,65.0879,319.2452,0.0020398,214.5371,144.362,2.13204443,28310,0
FLTSATCOM 8 (USA 46),20253,U,89077A,25,279.85247723,-3.64e-06,0.0,0.0,0,999,12.4931,352.6723,0.0004644,224.6986,230.8674,1.00264987,25802,0
LUSAT (LO-19),20442,U,90005G,25,280.26151507,2.31e-06,0.0,995520000.0,0,999,98.9004,289.9274,0.0010831,224.0402,135.9919,14.34004599,86614,0
HST,20580,U,90037B,25,280.277157,9.2e-05,0.0,33140000.0,0,999,28.4699,4.4343,0.000207,206.5521,153.4968,15.26774759,74982,0
SKYNET 4C,20776,U,90079A,25,277.85985767,1.32e-06,0.0,0.0,0,999,13.4234,351.5396,0.0003907,214.7009,150.4874,1.00268454,12833,0
USA 65 (DSP 15),20929,U,90095A,25,280.33276317,-8e-07,0.0,0.0,0,999,14.1624,345.7867,0.0002877,128.5521,232.2564,0.98396907,2298,0
TDRS 5,21639,U,91054B,25,279.38239206,8.9e-07,0.0,0.0,0,999,14.1029,355.6367,0.0012696,242.271,107.4393,1.0075964656691536,12516,1
USA 75 (DSP 16),21805,U,91080B,25,280.12036301,-9.1e-07,0.0,0.0,0,999,14.1417,347.3016,0.0003241,147.3805,200.8919,0.99184008,2319,0
LAGEOS 2,22195,U,92070B,25,274.43782847,-9e-08,0.0,0.0,0,999,52.6563,70.1545,0.0137774,74.3816,309.6933,6.4729381,77867,0
TDRS 6,22314,U,93003B,25,279.66554677,-2.91e-06,0.0,0.0,0,999,14.1778,358.9244,0.0010516,192.133,18.0839,1.0028009,11986,0
SCD 1,22490,U,93009B,25,280.29943499,6.62e-06,0.0,13041000.0,0,999,24.9706,328.8146,0.0041959,342.1375,89.5998,14.45937116,72447,0
UFO 2 (USA 95),22787,U,93056A,25,279.86127557,1.3e-06,0.0,0.0,0,999,11.808,4.9073,0.0004992,237.2985,112.3944,1.00277977,11600,0
STELLA,22824,U,93061B,25,280.29873709,-1.1e-07,0.0,139030000.0,0,999,98.8113,338.1636,0.0005348,249.5084,200.0182,14.27460404,66869,0
EYESAT A (AO-27),22825,U,93061C,25,280.1475946,2.09e-06,0.0,965940000.0,0,999,98.7242,342.2264,0.00094,119.509,240.7031,14.30841265,67081,0
ITAMSAT (IO-26),22826,U,93061D,25,280.13177518,2.35e-06,0.0,10568000.0,0,999,98.7187,342.1036,0.0010031,105.3578,254.8714,14.31258949,67111,0
USA 99 (MILSTAR-1 1),22988,U,94009A,25,280.0293166,-1.91e-06,0.0,0.0,0,999,17.2403,30.4178,0.000275,203.163,62.8284,1.00268654,3041,0
RADIO ROSTO (RS-15),23439,U,94085A,25,280.26327639,-2.9e-07,0.0,36846000.0,0,999,64.8217,352.2584,0.0147695,51.3024,310.1003,11.27581451,26738,0
UFO 4 (USA 108),23467,U,95003A,25,279.54975294,-1.4e-07,0.0,0.0,0,999,9.6959,14.0378,0.0004045,185.5534,186.2364,1.00276337,11241,0
TDRS 7,23613,U,95035B,25,279.85831949,-2.36e-06,0.0,0.0,0,999,13.4834,349.9222,0.0006774,105.4017,318.5895,1.00272626,11071,0
USA 115 (MILSTAR-1 2),23712,U,95060A,25,280.30505293,-1.6e-07,0.0,0.0,0,999,13.9813,5.5994,0.0002326,226.47,133.9594,1.0027392,3034,0
POLAR,23802,U,96013A,25,276.55606112,2.03e-06,0.0,0.0,0,999,79.5676,229.9074,0.6219033,217.7574,75.9205,1.29846605,14152,0
INMARSAT 3-F1,23839,U,96020A,25,280.16898323,-1.49e-06,0.0,0.0,0,999,10.0719,48.8974,0.000865,159.4176,30.6887,1.00004384,10772,0
USA 119,23893,U,96029A,25,280.03109552,2.023e-05,0.0,37651000.0,0,999,63.3214,133.955,0.0838309,45.3047,321.3228,13.45342727,7120,0
JAS-2 (FO-29),24278,U,96046B,25,280.2324615,4e-08,0.0,394830000.0,0,999,98.5543,158.2735,0.0350553,32.671,329.5597,13.53256277,43895,0
INMARSAT 3-F2,24307,U,96053A,25,280.00292917,1.45e-06,0.0,0.0,0,999,9.2807,56.4496,0.0006515,137.3121,227.7068,0.99983042,10639,0
INMARSAT 3-F3,24674,U,96070A,25,280.31142484,-2.75e-06,0.0,0.0,0,999,9.7693,52.0173,0.0007678,160.8187,218.5079,0.99987614,10538,0
NAVSTAR 43 (USA 132),24876,U,97035A,25,279.92295244,7.2e-07,0.0,0.0,0,999,55.86,108.4821,0.0095824,56.6329,304.3527,2.0056306,20687,0
FORTE,24920,U,97047A,25,280.27450339,3.87e-06,0.0,17933000.0,0,999,70.3772371562991,225.2102,0.0025165,264.3564,95.4688,14.27779677,46258,1
AMC-3,24936,U,97050A,25,279.90846209,-2.54e-06,0.0,0.0,0,999,7.522,66.9402,0.0002938,135.5688,68.3737,1.00270695,4989,0
USA 134,25019,U,97065A,25,280.03950277,-5.7e-07,0.0,0.0,0,999,12.4813,23.5619,0.0003541,230.5655,23.7104,1.00275691,3041,0
ORBCOMM FM06,25118,U,97084G,25,280.28188293,2.138e-05,0.0,62818000.0,0,999,45.0129,189.3188,0.0002043,18.2805,135.951,14.46492998,45775,0
INMARSAT 3-F5,25153,U,98006B,25,279.76248722,-2.83e-06,0.0,0.0,0,999,9.1226,55.7136,0.000514,149.3738,31.1022,1.00268157,10135,0
ORBCOMM FM04,25159,U,98007C,25,280.21353219,1.486e-05,0.0,56220000.0,0,999,107.9622,9.0652,0.0038488,48.7605,311.6842,14.35018877,44029,0
CELESTIS-02 & TAURUS R/B,25160,U,98007D,25,280.29967778,1.13e-06,0.0,10684000.0,0,999,108.0017,181.7915,0.0062465,206.9453,261.3012,14.22378418,43455,0
TECHSAT 1B (GO-32),25397,U,98043D,25,280.18358289,1.56e-06,0.0,876570000.0,0,999,98.9851,261.8781,8.78e-05,169.8772,190.2424,14.24349236,41531,0
WESTPAC,25398,U,98043E,25,280.21721125,9e-08,0.0,246980000.0,0,999,98.9852,255.6753,0.0001077,166.8857,193.2348,14.23030561,41496,0
ORBCOMM FM19,25415,U,98046C,25,280.32874466,1.543e-05,0.0,54426000.0,0,999,44.995,4.8198,0.0003403,158.6414,250.8415,14.38692632,42035,0
ORBCOMM FM20,25416,U,98046D,25,280.30292502,1.415e-05,0.0,51556000.0,0,999,44.9956,10.236,0.0002121,202.4886,157.5869,14.37453043,42039,0
ORBCOMM FM27,25481,U,98053G,25,280.17046568,1.672e-05,0.0,58960000.0,0,999,45.0036,96.4801,0.0001337,111.1761,248.9231,14.38393764,41379,0
SCD 2,25504,U,98060A,25,280.14221507,6.37e-06,0.0,12714000.0,0,999,24.9943,192.5189,0.0016645,329.8973,172.0253,14.45366527,42367,0
ISS (ZARYA),25544,U,98067A,25,279.98118315,9.624e-05,0.0,17804000.0,0,999,51.631,112.996,8.43e-05,209.1938,150.9004,15.49730279,53250,0
SWAS,25560,U,98071A,25,280.11224232,5.717e-05,0.0,38606000.0,0,999,69.8964,159.0376,0.0008886,280.3282,79.6879,15.07118492,45910,0
SKYNET 4E,25639,U,99009B,25,278.9544178,-2.9e-07,0.0,0.0,0,999,11.9119,10.4715,0.000288,198.8412,147.9018,1.00273243,4862,0
DLR-TUBSAT,25757,U,99029B,25,280.18240402,2.44e-06,0.0,718270000.0,0,999,98.6499,262.6612,0.0015039,43.1032,317.1337,14.52318449,39652,0
CXO,25867,U,99040B,25,277.86155192,1.11e-05,0.0,0.0,0,999,51.6567,125.1998,0.825432,310.421,0.5468,0.37802793,1635,0
ABS-6,25924,U,99053A,25,280.18378172,-1.17e-06,0.0,0.0,0,999,0.0456,89.5467,0.0001666,152.1661,359.5286,1.00271605,9530,0
NAVSTAR 46 (USA 145),25933,U,99055A,25,280.12705596,-3.2e-07,0.0,0.0,0,999,51.6915,306.526,0.0112174,168.3671,266.9711,2.00551256,19050,0
UFO 10 (USA 146),25967,U,99063A,25,280.13232306,-1.82e-06,0.0,0.0,0,999,9.8088,28.4927,0.0005365,201.0435,171.1772,1.00274201,9481,0
ORBCOMM FM32,25982,U,99065C,25,280.27798367,1.482e-05,0.0,54784000.0,0,999,45.0157,289.8628,0.0008069,243.8121,116.1897,14.36529184,35071,0
XMM-NEWTON,25989,U,99066A,25,281.05227441,1.24e-06,0.0,0.0,0,999,65.7389,286.3022,0.4777968,69.3661,0.0655,0.50128952,2173,0
TERRA,25994,U,99068A,25,280.29895003,7.21e-06,0.0,15657000.0,0,999,97.9852,334.385,0.0001414,344.7486,88.3623,14.6083952,37268,0
ASIASTAR,26107,U,00016A,25,279.84483814,-3.26e-06,0.0,0.0,0,999,8.5339,60.7914,0.0007045,153.8259,210.309,1.00273174,9338,0
IMAGE,26113,U,00017A,25,278.32480479,-1.44e-06,0.0,-126390.0,0,999,93.9525,311.7169,0.7617,317.636,4.3114,1.68664679,15720,0
USA 149 (DSP 20),26356,U,00024A,25,280.32392738,1.02e-06,0.0,0.0,0,999,12.9793,13.6065,0.0002579,223.5419,90.7742,1.00282471,3037,0
NAVSTAR 47 (USA 150),26360,U,00025A,25,280.28205985,-6.9e-07,0.0,0.0,0,999,55.0078,29.5255,0.0037606,236.0247,114.5679,2.00572828,18619,0
TDRS 8,26388,U,00034A,25,279.86627061,-1.88e-06,0.0,0.0,0,999,12.282,33.4106,0.0002388,163.4679,215.6068,1.00274338,9264,0
NAVSTAR 48 (USA 151),26407,U,00040A,25,280.1656919,1.1e-07,0.0,0.0,0,999,54.9108,225.2138,0.0129677,300.4195,166.1953,2.00567013,18487,0
CLUSTER II-FM7 (SAMBA),26410,U,00041A,25,276.47299647,1.051e-05,0.0,0.0,0,999,146.2679,18.6784,0.8618747,234.1801,0.6428,0.44781325,1916,0
CLUSTER II-FM5 (RUMBA),26463,U,00045A,25,277.32705637,0.00017758,-138360000.0,0.0,0,999,146.9044,95.6546,0.9117341,315.4073,1.9126,0.42925942,1903,0
CLUSTER II-FM8 (TANGO),26464,U,00045B,25,281.24060569,1.149e-05,0.0,0.0,0,999,146.6991,19.7071,0.863811,235.0411,0.7259,0.44420952,1917,0
NSS-11,26554,U,00059A,25,280.17822697,2.9e-07,0.0,0.0,0,999,1.4664,84.3996,0.000318,116.9805,54.8821,1.00271707,3875,0
USA 153,26575,U,00065A,25,280.23476352,-3.18e-06,0.0,0.0,0,999,11.1863,37.4406,0.000163,160.7565,36.7932,1.00277356,3039,0
AMC-6,26580,U,00067A,25,280.29122823,9.1e-07,0.0,0.0,0,999,0.0624,60.7788,0.0003641,128.2891,156.9404,1.00271797,9135,0
NAVSTAR 49 (USA 154),26605,U,00071A,25,279.52309502,7.1e-07,0.0,0.0,0,999,55.4811,104.9788,0.0165828,263.6322,21.5228,2.00552238,18242,0
ODIN,26702,U,01007A,25,280.15651666,0.00029819,0.0,60569000.0,0,999,97.4335,306.1974,0.0004404,40.5184,319.6392,15.46278666,35002,0
USA 157 (MILSTAR-2 2),26715,U,01009A,25,280.33230882,1.15e-06,0.0,0.0,0,999,11.2632,21.2601,0.0044029,182.5504,142.0136,1.00274188,3040,0
BSAT-2A,26720,U,01011B,25,280.10346294,-6.5e-07,0.0,0.0,0,999,10.1929,49.7571,0.0007696,180.2955,15.0294,0.99180271,8946,0
INTELSAT 10 (IS-10),26766,U,01019A,25,280.00717586,8.4e-07,0.0,0.0,0,999,8.4651,61.8159,0.0004768,190.2995,192.2663,0.99073506,4307,0
OMNI-M1,26857,U,01026A,25,267.47540119,-4e-07,0.0,0.0,0,999,44.9549,306.4421,0.001441,336.7061,23.2765,3.92402164,19514,0
USA 159 (DSP 21),26880,U,01033A,25,280.22092439,-2.92e-06,0.0,0.0,0,999,12.5464,18.1711,0.0001344,269.8559,118.5348,1.00268169,3043,0
INTELSAT 902 (IS-902),26900,U,01039A,25,279.63356542,-2.76e-06,0.0,0.0,0,999,5.4733,74.8668,0.0004254,119.0131,359.6691,1.00271309,8815,0
PCSAT (NO-44),26931,U,01043C,25,280.16752322,2.95e-06,0.0,14126000.0,0,999,67.0507,178.6294,0.0007111,273.9563,86.0726,14.31799995,25422,0
PROBA-1,26958,U,01049B,25,280.26067705,3.736e-05,0.0,25290000.0,0,999,97.9578,275.2785,0.0055014,257.1623,102.3452,15.05950996,30553,0
TIMED,26998,U,01055B,25,280.30690369,2.66e-05,0.0,25078000.0,0,999,74.0714,23.8682,0.0002315,278.6963,81.3959,14.94357279,29303,0
MAROC-TUBSAT,27004,U,01056D,25,280.30242193,-2.7e-07,0.0,214450000.0,0,999,99.7905,87.5903,0.0020566,71.445,49.276,13.70248513,19155,0
COSMOS 2385,27056,U,01058B,25,280.34499275,9e-08,0.0,-111930000.0,0,999,82.5425,21.5563,0.000718,88.4493,340.0016,12.60558286,9392,0
COSMOS 2386,27057,U,01058C,25,280.27234797,1.9e-07,0.0,480960000.0,0,999,82.5495,16.0888,7.66e-05,109.7751,250.3423,12.61609132,9461,0
USA 164 (MILSTAR-2 3),27168,U,02001A,25,280.0567311,1.05e-06,0.0,0.0,0,999,10.8758,23.366,0.009633,5.8099,26.3335,1.00278303,3042,0
INTELSAT 904 (IS-904),27380,U,02007A,25,277.70507032,-1.98e-06,0.0,0.0,0,999,6.2753,72.2328,0.0001108,157.525,10.1766,1.00265842,4920,0
AQUA,27424,U,02022A,25,280.2974072,1.676e-05,0.0,34721000.0,0,999,98.3922,240.1463,0.0001996,70.0003,37.3406,14.61569717,24632,0
DIRECTV 5 (TEMPO 1),27426,U,02023A,25,280.27351457,-5.1e-07,0.0,0.0,0,999,4.2263,78.455,0.0003715,134.8881,151.2024,1.0027157,8558,0
INTELSAT 905 (IS-905),27438,U,02027A,25,280.29010976,1.01e-06,0.0,0.0,0,999,6.113,72.8296,0.0002518,119.8932,150.7324,1.0027236,4882,0
GALAXY 3C (G-3C),27445,U,02030A,25,280.32253095,-1.48e-06,0.0,0.0,0,999,3.0892,81.1896,0.0001844,69.0613,247.2612,1.00270957,4395,0
COSMOS 2390,27464,U,02036A,25,280.31128096,4.8e-07,0.0,26551000.0,0,999,82.483,143.0915,0.0026203,91.0855,269.3227,12.44616373,5621,0
COSMOS 2391,27465,U,02036B,25,280.31303863,4.2e-07,0.0,22157000.0,0,999,82.482,139.7277,0.0027097,85.7325,274.6852,12.44938584,5638,0
INTELSAT 906 (IS-906),27513,U,02041A,25,280.07824284,2e-07,0.0,0.0,0,999,5.156,76.0298,0.0003787,154.3598,237.903,1.00272013,8449,0
TDRS 10,27566,U,02055A,25,280.28909722,2e-08,0.0,0.0,0,999,9.5831,44.8881,0.0014094,223.6611,116.0399,0.98860405,8369,0
LATINSAT B,27606,U,02058B,25,280.29455404,1.412e-05,0.0,21376000.0,0,999,64.5544,305.3791,0.0075133,320.6613,38.9046,14.76394151,22475,0
SAUDISAT 1C (SO-50),27607,U,02058C,25,280.21205087,2.396e-05,0.0,30753000.0,0,999,64.5539,191.1553,0.0067838,309.1382,50.3705,14.82044471,22695,0
LATINSAT A,27612,U,02058H,25,280.30488462,1.869e-05,0.0,23201000.0,0,999,64.5575,26.5091,0.005588,285.9168,73.5785,14.84672275,23007,0
NIMIQ 2,27632,U,02062A,25,280.27067852,-6.1e-07,0.0,0.0,0,999,8.8564,59.4959,0.0005912,142.4569,162.5009,1.00271386,4164,0
CORIOLIS,27640,U,03001A,25,280.28995258,2.12e-06,0.0,12041000.0,0,999,98.7164,286.0518,0.0013306,217.8718,142.1524,14.19836109,17833,0
SORCE,27651,U,03004A,25,280.27655543,5.222e-05,0.0,40688000.0,0,999,39.9911,262.5288,0.0015836,26.9075,333.2537,15.0149934,23384,0
NAVSTAR 51 (USA 166),27663,U,03005A,25,279.85264492,9e-08,0.0,0.0,0,999,54.9441,225.0364,0.0144383,50.9001,324.3052,2.00574453,16623,0
USA 167,27691,U,03008A,25,279.96990903,1.3e-07,0.0,0.0,0,999,10.455,45.6106,0.0002859,240.4045,316.9681,1.00271845,423,0
NAVSTAR 52 (USA 168),27704,U,03010A,25,279.2002464,-5.8e-07,0.0,0.0,0,999,54.9556,334.7821,0.0003608,286.5149,89.9358,1.9474301,16497,0
USA 169 (MILSTAR-2 4),27711,U,03012A,25,277.16953628,-1.9e-06,0.0,0.0,0,999,11.958,31.8528,0.0094579,7.597,186.6203,1.00266856,3038,0
ASIASAT 4,27718,U,03014A,25,280.21017256,-2.16e-06,0.0,0.0,0,999,4.054,78.9138,0.000364,133.0582,27.3708,1.00271426,4276,0
HELLAS-SAT 2,27811,U,03020A,25,280.20625006,-7.6e-07,0.0,0.0,0,999,6.72,70.8882,0.0009355,149.2737,220.2592,1.00271282,4031,0
THURAYA-2,27825,U,03026A,25,279.93151552,1.31e-06,0.0,0.0,0,999,8.4394,32.9361,7.73e-05,225.3969,136.8718,1.00273741,8181,0
OPTUS C1,27831,U,03028B,25,280.21017256,-1.44e-06,0.0,0.0,0,999,6.2508,72.4583,0.0005946,128.7016,46.386,1.00270874,5052,0
MOST,27843,U,03031D,25,280.26970852,1.56e-06,0.0,915310000.0,0,999,98.7091,286.5242,0.0008747,262.0523,97.9661,14.21243074,15478,0
CUTE-1 (CO-55),27844,U,03031E,25,280.26669908,5.27e-06,0.0,24820000.0,0,999,98.679,287.0184,0.000926,193.5367,166.5565,14.24097283,15567,0
CUBESAT XI-IV (CO-57),27848,U,03031J,25,279.77944917,4.7e-06,0.0,22604000.0,0,999,98.6821,286.4521,0.00088,213.6235,146.4386,14.23417169,15532,0
SCISAT 1,27858,U,03036A,25,280.22329295,1.087e-05,0.0,14510000.0,0,999,73.9298,313.7858,0.0006047,70.3367,289.8461,14.80935871,19399,0
COSMOS 2400,27868,U,03037A,25,280.28781657,4.3e-07,0.0,23365000.0,0,999,82.4675,128.4457,0.0020758,248.7247,111.1617,12.4518342,606,0
COSMOS 2401,27869,U,03037B,25,280.3137488,4.6e-07,0.0,25283000.0,0,999,82.4663,124.9175,0.0021536,244.0491,115.8371,12.45496974,629,0
USA 170,27875,U,03040A,25,279.99894249,1.34e-06,0.0,0.0,0,999,9.9597,50.2806,0.0001358,160.1089,189.3158,1.00275524,3044,0
MOZHAETS 4 (RS-22),27939,U,03042A,25,280.27510258,1.979e-05,0.0,31845000.0,0,999,98.3379,92.7225,0.0011316,356.6149,105.2499,14.72687177,17831,0
LARETS,27944,U,03042F,25,280.27380345,1.36e-06,0.0,356830000.0,0,999,98.3849,72.643,0.0013494,104.2422,256.028,14.63794328,17636,0
GALAXY 13 (HORIZONS-1),27954,U,03044A,25,280.33264976,1.36e-06,0.0,0.0,0,999,0.7601,87.3889,0.0002176,111.2589,147.3477,1.0046849390526118,4403,1
IRS-P6 (RESOURCESAT-1),28051,U,03046A,25,280.31950656,2.53e-06,0.0,987140000.0,0,999,98.2285,323.7665,0.0064568,22.0491,68.6007,14.36033223,14423,0
DMSP 5D-3 F16 (USA 172),28054,U,03048A,25,280.33584594,1.77e-06,0.0,11609000.0,0,999,99.0113,297.2459,0.0007921,137.2472,233.4895,14.14389092,13374,0
CHUANGXIN 1 (CX-1),28058,U,03049B,25,280.28343626,4.26e-06,0.0,12584000.0,0,999,98.5278,172.1849,0.0011532,227.0586,132.964,14.48385699,15966,0
YAMAL 202,28089,U,03053A,25,280.18378172,-7.3e-07,0.0,0.0,0,999,5.7015,74.0034,0.0005907,140.4789,31.2776,1.00272433,8016,0
UFO 11 (USA 174),28117,U,03057A,25,279.86696882,-9.8e-07,0.0,0.0,0,999,8.7051,34.9835,0.0004256,177.1495,191.3479,1.00271543,7991,0
NAVSTAR 53 (USA 175),28129,U,03058A,25,279.78344936,-6.7e-07,0.0,0.0,0,999,54.8682,32.6634,0.0001587,292.9647,67.0224,1.92678431,15958,0
USA 176 (DSP 22),28158,U,04004A,25,280.32086169,-1.54e-06,0.0,0.0,0,999,11.7156,27.8662,0.0003575,218.9493,148.6746,1.00270008,3040,0
ABS-4 (MOBISAT-1),28184,U,04007A,25,280.0775495,4.6e-07,0.0,0.0,0,999,5.3974,75.079,0.0005611,130.9143,258.8775,1.00272683,4980,1
EUTELSAT 7A,28187,U,04008A,25,280.28788255,1.09e-06,0.0,0.0,0,999,5.1834,75.0085,0.0001304,157.9568,107.6947,1.00274006,7881,0
NAVSTAR 54 (USA 177),28190,U,04009A,25,280.21744065,-4e-08,0.0,0.0,0,999,55.0432,285.8994,0.0107716,166.1957,273.8456,2.00563241,15787,0
SHIYAN-1 (SY-1),28220,U,04012A,25,280.14692988,0.00014179,0.0,55765000.0,0,999,97.9038,337.8493,0.000686,177.8978,182.2289,15.25759897,17240,0
AMC-11,28252,U,04017A,25,280.26886797,-4.7e-07,0.0,0.0,0,999,0.0515,47.1406,0.000304,154.5037,160.2437,1.00271966,7833,0
INTELSAT 10-02,28358,U,04022A,25,280.20807006,0.0,0.0,0.0,0,999,0.0152,191.222,0.0001234,51.3165,207.4684,1.0026913,7801,0
NAVSTAR 55 (USA 178),28361,U,04023A,25,280.14227947,5.3e-07,0.0,0.0,0,999,54.6893,96.943,0.015448,294.4037,266.7332,2.00569411,15596,0
APRIZESAT 2,28366,U,04025A,25,280.21011895,3.18e-06,0.0,11265000.0,0,999,98.32884607890617,95.8488,0.0104684,294.2155,64.8121,14.378639,11528,1
SAUDICOMSAT 1,28369,U,04025D,25,279.45678029,8.5e-06,0.0,20665000.0,0,999,98.5775,277.8026,0.0033588,81.0279,279.4717,14.55159675,12722,0
SAUDICOMSAT 2,28370,U,04025E,25,280.26641611,6.54e-06,0.0,17952000.0,0,999,98.6669,280.3814,0.0054689,306.4807,53.1354,14.49726162,12345,0
SAUDISAT 2,28371,U,04025F,25,280.23402494,6.42e-06,0.0,15509000.0,0,999,98.5379,268.9181,0.0024763,356.7828,3.3206,14.56433893,12892,0
APRIZESAT 1,28372,U,04025G,25,280.26850607,4.48e-06,0.0,12270000.0,0,999,98.6313,279.142,0.0044201,202.74,157.1838,14.51553929,12521,0
AURA,28376,U,04026A,25,280.28126125,1.664e-05,0.0,35121000.0,0,999,98.3063,230.2516,0.0001628,70.3364,289.8011,14.60708519,12928,0
ANIK F2,28378,U,04027A,25,280.18622995,-4.5e-07,0.0,0.0,0,999,2.6277,82.8276,0.0003539,66.0837,183.1329,1.00271312,3872,0
COSMOS 2407,28380,U,04028A,25,280.30512174,8.2e-07,0.0,684380000.0,0,999,82.9564,262.0872,0.0037913,238.6401,241.4794,13.7630355,6509,0
SHIJIAN-6 01A (SJ-6 01A),28413,U,04035A,25,280.00533821,0.00010583,0.0,59889000.0,0,999,97.71421568909001,301.9142,0.0005028,298.7297,61.3428,15.13225148,14911,1
SHIJIAN-6 01B (SJ-6 01B),28414,U,04035B,25,280.33436365,6.364e-05,0.0,46319000.0,0,999,97.6228,296.5615,0.0003676,284.5576,75.5242,15.04133729,14878,0
COSMOS 2408,28419,U,04037A,25,280.33148634,5.1e-07,0.0,28382000.0,0,999,82.4809,124.2848,0.0016697,101.8314,258.4642,12.45672465,95642,0
COSMOS 2409,28420,U,04037B,25,280.2998576,9e-08,0.0,-7784000000.0,0,999,82.4815,127.4224,0.0014212,112.1511,248.108,12.45317154,95607,0
AMC-15,28446,U,04041A,25,279.94713003,-8.6e-07,0.0,0.0,0,999,0.0506,46.6681,0.0002273,148.4786,56.6263,1.00271616,7676,0
JB-3 3 (ZY 2C),28470,U,04044A,25,280.15681565,4.957e-05,0.0,25261000.0,0,999,97.2474,78.9421,0.0035903,28.0796,332.2364,15.16640738,14939,0
NAVSTAR 56 (USA 180),28474,U,04045A,25,279.61356137,-5.7e-07,0.0,0.0,0,999,55.2715,335.1075,0.0168518,306.6617,116.2003,2.00566299,15334,0
SWIFT,28485,U,04047A,25,280.26951242,0.0003887,0.0,79410000.0,0,999,20.5549,301.3296,0.0005105,94.6969,265.4055,15.44341603,14740,0
NANOSAT-1,28493,U,04049B,25,280.27865686,2.03e-05,0.0,28008000.0,0,999,98.1956,46.4425,0.0004682,40.5093,319.6465,14.79301048,11804,0
